Statement,Label,Subject,Speaker
We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.,TRUE,"economy,jobs",john-kasich
Up to half of all Americans have a pre-existing condition.,TRUE,health-care,barack-obama
A Republican budget proposal would have Wisconsin have the weakest standards for who can be a teacher in the classroom in the country.,TRUE,"children,education,government-regulation,state-budget,states",mike-tate
Defensive medicine costs Georgia up to $14 billion a year.,TRUE,"health-care,legal-issues",doctors-healthy-georgia
"You are prohibited from walking into the Capitol with a gun, but you can go after the County Commission or the School Board.",FALSE,"government-regulation,guns",jim-waldman
"Of all the illegals in America, more than half come through Arizona.",FALSE,"immigration,message-machine",john-mccain
Georgia has recovered more than $60 million that was lost to Medicaid fraud,TRUE,medicaid,ed-lindsey
This is a test of the fact-checking widget.,FALSE,candidates-biography,my-city-bikes
Says unsuccessful Texas abortion legislation was supported by a majority of Texans.,FALSE,"abortion,polls",jerry-patterson
"Says Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon?",FALSE,"climate-change,energy,environment,jobs,workers",greg-walden
"In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.",FALSE,crime,joe-biden
Says that 93 percent of the time John Boccieri voted with Nancy Pelosi.,FALSE,"message-machine,voting-record",national-republican-congressional-committee
"Rhode Island will become just the second state to mandate the vaccine and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people.",TRUE,"government-regulation,health-care",rhode-island-center-freedom-and-prosperity
Says Paul Ryan shut off the C-SPAN cameras when the Democrats started their sit-in.,FALSE,"government-regulation,guns,history,public-safety,pundits",stephen-colbert
The right to vote in this country has never been intrinsically tied to citizenship.,TRUE,"diversity,elections,history,immigration,legal-issues",ron-hayduk
Only one president has ever cut Medicare for seniors in this country . . . Barack Obama.,FALSE,medicare,mitt-romney
"In Georgia, hard-earned lottery dollars are doled out to the scion[s] of wealthy families.",TRUE,education,rainbowpush-coalition
Having a baby is aleading cause of poverty spells in the United States.,FALSE,"jobs,poverty,women",moms-rising
David Jolly has used money and power to try to drill off our beaches.,FALSE,candidates-biography,charlie-crist
You have to get a license to fish on our beaches.,TRUE,"government-regulation,recreation",rick-scott
Says Gov. Doug Ducey wants to use taxpayer dollars to increase the salaries of private prison guards.,TRUE,criminal-justice,arizona-house-democrats
"The president won the youth vote 3 to1, but his numbers have dropped 20, 30 percent among the youth.",TRUE,"elections,polls",rand-paul
"Minnesotas advantage in economic growth has been having Republicans in charge of at least one part of government for all but two years, while Wisconsin Democrats for many years before 2011 controlled both legislative chambers and the governorship.",FALSE,"economy,history",scott-walker
Says Tom Barrett supports a government takeover of our health care,FALSE,"health-care,message-machine",rebecca-kleefisch
Rhode Island voters are moving away from the Democratic party to non-affiliation,FALSE,"elections,history",anthony-gemma
Gov. Lincoln Chafee has imposed a mandatory abortion fee on all Rhode Islanders who buy health insurance through the states Obamacare exchange.,TRUE,"abortion,government-regulation,health-care,public-health,religion",barth-bracy
"In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!",TRUE,"elections,florida-amendments,redistricting",fair-districts-florida
"Says Mitt Romney said we are going to have to live with high gas prices, its a good thing because it will reduce consumption, we dont want to produce any more gasoline.",TRUE,gas-prices,rick-santorum
"Were seeing now 30 straight months of private-sector job growth, 4.6 million jobs created.",TRUE,"economy,jobs",julian-castro
Says President Obama has doubled the deficit.,FALSE,"debates,deficit,federal-budget",mitt-romney
McCain has switched to Obama's position on more troops to Afghanistan.,TRUE,foreign-policy,barack-obama
The federal government has not engaged in (border security) at all.,FALSE,immigration,rick-perry
"Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals.",FALSE,"animals,children,crime,public-safety",ej-finocchio
One of the reasons I believe were in trouble in Yemen is we lost the population on drone strikes issues. Thats what stirred up the population. Thats what is happening in Yemen.,TRUE,terrorism,lincoln-chafee
Barack Obama began his presidency with an apology tour.,FALSE,foreign-policy,mitt-romney
Says President Barack Obama is absolutely a Muslim.,FALSE,religion,antonio-sabato-jr
"Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays.",FALSE,"human-rights,islam,nuclear",american-unity-pac
"On the question on the DREAM Act, no -- no to granting lower tuition to illegals.",FALSE,"education,immigration",john-mica
Says David Jollys former firm lobbied for hundreds of millions (of dollars) for a dictator in Pakistan.,TRUE,"congress,foreign-policy",democratic-congressional-campaign-committee
"Says getting ex-cons to successfully return to society is important so we are not always faced constantly with recidivism, which is a big problem in the penitentiary today in the 70 to 80 percent range.",FALSE,"crime,criminal-justice,state-budget",bill-batchelder
On possibly raising the Social Security retirement age.,FALSE,social-security,bill-flores
"The Republican-authored state budget includes a provision forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year.",FALSE,"health-care,state-budget",dave-hansen
"As Bernie Sanders said, Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.",TRUE,"jobs,trade",donald-trump
Most AGs dont go to court..,TRUE,public-service,holly-benson
Says State Comptroller Matthew Boxer pointed out that many towns are artificially lowering the real estate values that they report to Trenton in order to get hundreds of millions of dollars of additional school aid. This is the kind of fraud that needs to be addressed immediately.,FALSE,"education,taxes",michael-doherty
Milwaukee incarcerates 1.2% of white men and has incarcerated over 50% of black men in their 30s.,TRUE,"census,civil-rights,criminal-justice,occupy-wall-street,urban",facebook-posts
We have $60 billion in 2010 in Medicare fraud.,TRUE,"health-care,medicare",brendan-doherty
On a bipartisan task force on ways to improve fiscal policy.,FALSE,federal-budget,mitch-mcconnell
"In the past three years, weve added enough new oil and gas pipeline to circle the Earth and then some.",TRUE,"climate-change,energy,gas-prices",barack-obama
"Obama is the Senate's ""most liberal.""",FALSE,candidates-biography,john-mccain
"Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.",TRUE,iraq,bill-richardson
The fiscal cliff deal ultimately raised taxes.,TRUE,"federal-budget,taxes",tom-price
"When President Barack Obama said ISIS, or ISIL, was contained, he was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.",TRUE,terrorism,ben-rhodes
"U.S. Olympic medal winners will owe up to $9,000 to the IRS.",FALSE,"sports,taxes",americans-tax-reform
"Eleven years ago, the city of Detroit lifted the residency requirement for police officers and today, 53 percent of officers live outside of the city. If we want the tax base of Milwaukee to resemble the tax base of Detroit, this is the way to go.",TRUE,"labor,state-budget,urban",tom-barrett
Texas is the fastest growing state with the most Fortune 500 companies.,TRUE,job-accomplishments,rick-perry
There was a 57-percent decrease in fireworks-related injuries in 2000 [after Connecticut legalized sparklers] compared to the 14 years prior.,FALSE,"consumer-safety,government-regulation,history,legal-issues,public-safety",eric-turner
"Look, the earmarks have come down significantly, 75 percent.",FALSE,federal-budget,peter-orszag
Dave Aronberg was the first to demand that BP create a billion-dollar fund to pay for the devastation.,TRUE,"message-machine,oil-spill",dave-aronberg
